Topic,Words,Frequency,Timestamp,Name
75,"obesity, medicine, wegovy, clinical, distracting",4,2023-08-01 23:40:45.078431488+00:00,Weight Loss Drug
77,"undecided, uptown, buzzing, diary, metropolitan",1,2023-08-01 23:40:45.078431488+00:00,New York City Diary
79,"quo, unpredictable, climate, status, playing",2,2023-08-01 23:40:45.078431488+00:00,Climate Change Solutions
80,"drescher, fran, industrywide, picket, guild",3,2023-08-01 23:40:45.078431488+00:00,Hollywood Actor Strike
83,"havelian, carriage, karachi, express, traveling",1,2023-08-01 23:40:45.078431488+00:00,Train Accident in Ohio
84,"antisemitism, chant, commenters, sportswear, proceeds",2,2023-08-01 23:40:45.078431488+00:00,Antisemitism at Columbia University
86,"positivity, promotes, empowerment, colorado, camp",1,2023-08-01 23:40:45.078431488+00:00,Fitness Exercise Workout Habits
87,"wish, blunt, birthday, asks, type",2,2023-08-01 23:40:45.078431488+00:00,Want to hear
89,"navalny, aleksei, seclusion, noticeable, suppression",2,2023-08-01 23:40:45.078431488+00:00,Aleksei Navalny's Death in Russian Prison
91,"trillium, braxton, prague, premiered, opera",1,2023-08-01 23:40:45.078431488+00:00,Opera Premiere at Metropolitan Opera
95,"flocking, grueling, carolina, campaigning, polling",1,2023-08-01 23:40:45.078431488+00:00,Carolina Governors
96,"mention, tunnel, fare, subway, toll",1,2023-08-01 23:40:45.078431488+00:00,Congestion Pricing in NYC
98,"spend, matter, college, student, year",1,2023-08-01 23:40:45.078431488+00:00,College Admissions and Financial Aid
99,"ripka, livia, albeck, homelessness, resembles",2,2023-08-01 23:40:45.078431488+00:00,Homelessness in Cities
100,"pop, whipping, unachievable, souvenir, fragmented",3,2023-08-01 23:40:45.078431488+00:00,Pop Superstar Conversation
101,"readington, katonah, bedroom, property, five",1,2023-08-01 23:40:45.078431488+00:00,Bedroom Property
102,"astoria, property, hampton, hell, dot",2,2023-08-01 23:40:45.078431488+00:00,Property in Manhattan
104,"mccarthy, kevin, complication, speaker, shutdown",1,2023-08-01 23:40:45.078431488+00:00,Ousting Speaker Kevin McCarthy
106,"miniature, submitted, featuring, modern, love",1,2023-08-01 23:40:45.078431488+00:00,Modern Love Miniature Featuring Reader Submitted Stories
109,"reading, suggested, editor, critic, suggestedreading",1,2023-08-01 23:40:45.078431488+00:00,Suggested Reading in New York Times
112,"aug, correction, print, monday, appeared",1,2023-08-01 23:40:45.078431488+00:00,Correction Appeared in Print on Monday
113,"kennedy, jr, robert, bid, clan",2,2023-08-01 23:40:45.078431488+00:00,Robert Kennedy Jr. Presidential Bid
115,"aborting, headman, epiphany, prenatal, campaigner",2,2023-08-01 23:40:45.078431488+00:00,Mental Health Crisis in Adolescents
117,"sworn, capitalize, wisconsin, friendly, liberal",1,2023-08-01 23:40:45.078431488+00:00,Alabama Voting Map Dispute
121,"isolating, diverging, translated, outsize, limiting",1,2023-08-01 23:40:45.078431488+00:00,Middle East Conflict
123,"gerwig, greta, bros, warner, movie",1,2023-08-01 23:40:45.078431488+00:00,Barbie-themed movie with dark twist
125,"pellet, shotgun, fragment, bullet, bird",1,2023-08-01 23:40:45.078431488+00:00,Birding in New York
128,"dimanche, du, resign, journal, walkout",1,2023-08-01 23:40:45.078431488+00:00,Editor Newsroom Leadership
129,"marshall, clashing, tyler, social, shoot",2,2023-08-01 23:40:45.078431488+00:00,Social Media Regulation
131,"censure, trope, acclaim, holocaust, antisemitic",1,2023-08-01 23:40:45.078431488+00:00,World War II Holocaust Survivor
135,"grain, sea, blacksea, cauldron, black",4,2023-08-01 23:40:45.078431488+00:00,Black Sea Grain Export
137,"incitement, sidestepping, speech, layered, free",2,2023-08-01 23:40:45.078431488+00:00,First Amendment Censorship Debate
138,"civilizational, putin, vladimir, larger, follow",1,2023-08-01 23:40:45.078431488+00:00,Putin's Russia
139,"bile, olympic, frodeno, triathlon, sunisa",3,2023-08-01 23:40:45.078431488+00:00,Olympic Gold Medal Dispute
144,"admonished, downgrade, persistent, rating, sharp",1,2023-08-01 23:40:45.078431488+00:00,Debt Ceiling Negotiation
149,"storytelling, journalism, audiojournalism, audio, eachweek",2,2023-08-01 23:40:45.078431488+00:00,Audio Journalism Weekly Roundup
153,"appealed, fox, participate, hosted, network",1,2023-08-01 23:40:45.078431488+00:00,Fox News Committee
155,"august, quotation, monday, quotationof, day",1,2023-08-01 23:40:45.078431488+00:00,Quotation Day Monday
156,"sunday, aug, august, correction, print",2,2023-08-01 23:40:45.078431488+00:00,Corrections in Print on Sunday
158,"eyeing, overdoses, nonprofit, stopped, method",1,2023-08-01 23:40:45.078431488+00:00,Federal Prosecutor Says
159,"profiled, theodore, warm, spy, documentary",1,2023-08-01 23:40:45.078431488+00:00,Documentary Explores Transmasculine Experience
164,"iowa, mettle, caucusgoers, woke, flock",2,2023-08-01 23:40:45.078431488+00:00,Iowa Caucus
168,"jenin, settler, bank, west, gunman",1,2023-08-01 23:40:45.078431488+00:00,West Bank conflict
169,"interception, drone, administrative, debris, launched",1,2023-08-01 23:40:45.078431488+00:00,Drone Attack Moscow
170,"loading, pension, appreciate, attracted, equity",1,2023-08-01 23:40:45.078431488+00:00,Stock Market Outlook
173,"giuliani, rudolph, kerik, conspirator, rudolphgiuliani",2,2023-08-01 23:40:45.078431488+00:00,Rudolph Giuliani Defamed in Georgia Election
174,"comprise, basin, deforestation, curtail, rainforest",1,2023-08-01 23:40:45.078431488+00:00,Climate Change Impact on Agriculture
177,"sacrificing, hobbled, education, lesson, instead",1,2023-08-01 23:40:45.078431488+00:00,New York City charter schools addressing poverty and segregation
179,"feinstein, dianne, function, chapter, diannefeinstein",1,2023-08-01 23:40:45.078431488+00:00,Feinstein's Senate Seat
181,"oprah, winfrey, damon, raiser, surreal",2,2023-08-01 23:40:45.078431488+00:00,Fundraising in Political Campaigns
183,"icahn, halved, touchstone, bowing, dividend",3,2023-08-01 23:40:45.078431488+00:00,Investor Activist Peltz Disney Earnings
184,"starfish, manatee, perucetus, gigantic, smithsonian",2,2023-08-01 23:40:45.078431488+00:00,Whale Endangerment
187,"crossword, friday, get, puzzle, help",1,2023-08-01 23:40:45.078431488+00:00,Crossword Puzzle Help
189,"endearing, recommends, offbeat, australian, essential",1,2023-08-01 23:40:45.078431488+00:00,TV Critic Recommends
192,"korea, yoo, south, southkorea, sewol",3,2023-08-01 23:40:45.078431488+00:00,South Korean Culture & Society
193,"narrated, article, around, timenarrated, time",1,2023-08-01 23:40:45.078431488+00:00,Time Narrated Articles
194,"upreti, ashutosh, seder, interviewing, mistakenly",1,2023-08-01 23:40:45.078431488+00:00,Interviews with Showrunners
197,"protester, goal, democratic, keep, israel",1,2023-08-01 23:40:45.078431488+00:00,Tlaib criticized for anti-Israel remarks
198,"horwitz, rogers, onetime, russell, wall",1,2023-08-01 23:40:45.078431488+00:00,Wall Street Bank Earnings
199,"sneaker, asks, reader, readerwonder, wonder",1,2023-08-01 23:40:45.078431488+00:00,Reader Wonder
203,"foiled, demonstrator, rally, presence, heavy",1,2023-08-01 23:40:45.078431488+00:00,Palestinian Protest in Jerusalem
221,"taliban, afghan, shun, resist, niger",2,2023-08-01 23:40:45.078431488+00:00,Taliban Threat in Afghanistan
223,"koseki, yuji, inspires, stir, shine",1,2023-08-01 23:40:45.078431488+00:00,Coach Tara Vanderveer's Success
226,"ezra, klein, episode, aug, ezraklein",1,2023-08-01 23:40:45.078431488+00:00,Ezra Klein Show
230,"hop, hip, gangstagrass, mahogany, cohesion",4,2023-08-01 23:40:45.078431488+00:00,Hip Hop Anniversary Evolution
233,"dam, kakhovka, electrified, blown, reservoir",1,2023-08-01 23:40:45.078431488+00:00,Destruction of Kakhovka Dam
235,"carroll, raped, liable, argued, jury",1,2023-08-01 23:40:45.078431488+00:00,Carroll Sexual Assault Case
237,"rockaway, shark, bite, stable, incident",1,2023-08-01 23:40:45.078431488+00:00,Climbing Mount Everest
239,"carrie, aidan, miranda, charlotte, lean",3,2023-08-01 23:40:45.078431488+00:00,Carrie & Aidan's Unexpected News
242,"engraved, sferrazza, carl, eight, lady",1,2023-08-01 23:40:45.078431488+00:00,First Lady Jimmy Carter
247,"toughest, genius, milk, worth, reach",1,2023-08-01 23:40:45.078431488+00:00,Toughest Word This Week
251,"firearm, provisionally, untraced, regulating, kit",2,2023-08-01 23:40:45.078431488+00:00,Gun Regulation Supreme Court Ruling
252,"jack, smith, counsel, aggressiveness, special",2,2023-08-01 23:40:45.078431488+00:00,Special Counsel Jack Smith Investigation
256,"aug, wednesday, correction, print, appeared",2,2023-08-01 23:40:45.078431488+00:00,Correction Appeared in Print on Wednesday
262,"crossword, journey, columnist, classic, went",1,2023-08-01 23:40:45.078431488+00:00,Our Columnist Reviews New Book
267,"box, boxoffice, office, turnaround, michele",3,2023-08-01 23:40:45.078431488+00:00,Box Office Smash
268,"aug, saturday, correction, print, appeared",1,2023-08-01 23:40:45.078431488+00:00,Corrections in Print on Saturday
269,"concealing, pakistan, illegally, custody, asset",1,2023-08-01 23:40:45.078431488+00:00,Pakistan political crisis
270,"coronavirus, slight, infection, clue, winter",1,2023-08-01 23:40:45.078431488+00:00,Covid Surge in China
271,"aug, correction, print, tuesday, appeared",1,2023-08-01 23:40:45.078431488+00:00,Correction Appeared in Print on Tuesday Aug
272,"profit, dividend, swung, introduce, steep",2,2023-08-01 23:40:45.078431488+00:00,Profit Growth Report
274,"copycat, specified, rattled, stabbing, random",1,2023-08-01 23:40:45.078431488+00:00,French Riots Over Police Brutality
275,"fitch, stemmed, rating, load, govern",1,2023-08-01 23:40:45.078431488+00:00,Debt Crisis in Europe
280,"giggling, morphing, flesh, popcorn, avatar",2,2023-08-01 23:40:45.078431488+00:00,Look Back at History
283,"recourse, falsehood, creates, protection, spread",1,2023-08-01 23:40:45.078431488+00:00,Privacy Concerns with Security Technology
287,"moratorium, designation, extraction, uranium, tribe",1,2023-08-01 23:40:45.078431488+00:00,Indigenous sovereignty and adoption
288,"misguided, ivy, obsession, league, america",1,2023-08-01 23:40:45.078431488+00:00,Alumnus Donation University Admission
292,"chipped, irving, kyrie, josephine, snoop",1,2023-08-01 23:40:45.078431488+00:00,Easy Cycling Adventure on Cobbled Road
295,"pretrial, indicted, overturn, defeat, aug",1,2023-08-01 23:40:45.078431488+00:00,Appeal Court Decisions
302,"debilitating, antidepressant, encourage, pill, faster",1,2023-08-01 23:40:45.078431488+00:00,Painful Dental Work Leads to Suffering
303,"pokrovsk, rescuer, tap, responding, intended",1,2023-08-01 23:40:45.078431488+00:00,Missile strike in Ukraine
305,"aug, correction, print, appeared, thursday",2,2023-08-01 23:40:45.078431488+00:00,Correction Appeared in Print on Thursday Aug
309,"barrel, kingdom, oil, reduce, september",1,2023-08-01 23:40:45.078431488+00:00,Saudi Arabia Oil Production Cuts
320,"cub, hank, bear, wildlife, responsible",1,2023-08-01 23:40:45.078431488+00:00,Yellowstone wildlife encounters
325,"aug, submit, participate, winner, eastern",1,2023-08-01 23:40:45.078431488+00:00,Eastern Week Winner Announcement
333,"entry, july, week, june, draft",1,2023-08-01 23:40:45.078431488+00:00,Entry Week May
351,"helicopter, collided, safely, riverside, aircraft",1,2023-08-01 23:40:45.078431488+00:00,Airplane Crashes
362,"defamation, remini, scientology, alleges, culmination",1,2023-08-01 23:40:45.078431488+00:00,Defamation Lawsuit Against Scientology
368,"livestream, zuckerberg, platform, elon, musk",1,2023-08-01 23:40:45.078431488+00:00,Elon Musk on Twitter
371,"nytimes, com, sentence, article, word",1,2023-08-01 23:40:45.078431488+00:00,This word appeared in NYT articles past year
374,"august, quotation, quotationof, day, thursday",3,2023-08-01 23:40:45.078431488+00:00,Quotation Day Thursday August
378,"fishback, uniform, dizzying, spiral, ian",1,2023-08-01 23:40:45.078431488+00:00,Traumatic Brain Injury from Blast Exposure
379,"opioid, epidemic, baltimore, responded, particularly",1,2023-08-01 23:40:45.078431488+00:00,Opioid Epidemic in Baltimore
381,"employer, added, payroll, slower, pace",2,2023-08-01 23:40:45.078431488+00:00,Employer Job Growth
383,"portland, athlete, progressive, soccer, identity",1,2023-08-01 23:40:45.078431488+00:00,Doping in Sports
390,"coliseum, centennial, memorial, celebrating, hollywood",1,2023-08-01 23:40:45.078431488+00:00,Inauguration Celebration
413,"ethnicity, switched, questioning, heritage, racial",1,2023-08-01 23:40:45.078431488+00:00,Black Women's Health Breakthrough
415,"escalated, competitor, core, nomination, followed",1,2023-08-01 23:40:45.078431488+00:00,Defender of Donald Trump
-1,"indictment, wa, president, former, mr",358,2023-08-09 03:53:07.176470528+00:00,Political News
0,"sauce, soak, taste, recipe, pan",14,2023-08-09 03:53:07.176470528+00:00,Recipe for Chicken Dish
1,"museum, art, artist, painting, sculpture",18,2023-08-09 03:53:07.176470528+00:00,Art Exhibition in Brooklyn
2,"china, beijing, chinese, unemployment, chip",11,2023-08-09 03:53:07.176470528+00:00,China-US Relations
3,"book, novel, ogundiran, candon, tremblay",11,2023-08-09 03:53:07.176470528+00:00,Novels by Irish Author
4,"movie, mm, mcquiston, unsellable, gadot",9,2023-08-09 03:53:07.176470528+00:00,Director Wes Ball Narrates Sequence Film
5,"fashion, ruched, slouchy, toot, pleat",10,2023-08-09 03:53:07.176470528+00:00,Fashion Designer Dies
6,"stuck, feeling, today, puzzle, help",8,2023-08-09 03:53:07.176470528+00:00,Feeling Stuck Today Puzzle Help
8,"ukraine, kupiansk, ukrainian, airfield, anticorruption",7,2023-08-09 03:53:07.176470528+00:00,Ukraine-Russia War
10,"pradesh, himachal, storm, unnerved, extract",3,2023-08-09 03:53:07.176470528+00:00,Heavy rain and flooding in southern California
11,"reader, macho, discus, audubon, profiled",5,2023-08-09 03:53:07.176470528+00:00,Marriage Perspectives
12,"unpacked, redheaded, maniac, concluding, showrunner",3,2023-08-09 03:53:07.176470528+00:00,TV Series
13,"moon, luna, aug, mission, boguslawsky",3,2023-08-09 03:53:07.176470528+00:00,Moon Exploration
14,"eulogy, equitable, energy, miner, consume",3,2023-08-09 03:53:07.176470528+00:00,Fossil Fuels and Climate Change
15,"nominating, alton, despondent, vice, contest",6,2023-08-09 03:53:07.176470528+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",6,2023-08-09 03:53:07.176470528+00:00,Nytimes articles from past year
17,"iran, tehran, iranian, mullah, informal",7,2023-08-09 03:53:07.176470528+00:00,Iranian commander killed in Israeli strike
20,"bousquet, calabasas, bungalow, asheville, maxime",6,2023-08-09 03:53:07.176470528+00:00,Three-bedroom home in Los Angeles
21,"fabi, sparkling, levin, iverson, christina",2,2023-08-09 03:53:07.176470528+00:00,Solving Weekend Puzzles
22,"15th, morris, dancing, folk, dancer",1,2023-08-09 03:53:07.176470528+00:00,Dance in New York
23,"taming, rate, interest, ruble, increase",2,2023-08-09 03:53:07.176470528+00:00,Federal Reserve Interest Rate
24,"theater, schumann, varying, broadway, puppet",3,2023-08-09 03:53:07.176470528+00:00,Broadway Musical Revival
25,"timeline, artificial, robot, costly, waste",1,2023-08-09 03:53:07.176470528+00:00,Artificial Intelligence
26,"spoiler, contains, review, warning, columnist",8,2023-08-09 03:53:07.176470528+00:00,Day Puzzle Warning Contains Spoiler
27,"rapper, album, solo, markie, biz",5,2023-08-09 03:53:07.176470528+00:00,Billboard Chart Toppers
28,"mayor, eric, adam, elicker, yorkers",4,2023-08-09 03:53:07.176470528+00:00,Mayor Eric Adam
29,"complicated, influence, study, tell, social",1,2023-08-09 03:53:07.176470528+00:00,Social Media Platform
30,"smaller, landlord, rent, tenant, afford",3,2023-08-09 03:53:07.176470528+00:00,Housing Rent Regulation
32,"legionnaire, bibby, barge, stockholm, abandoning",2,2023-08-09 03:53:07.176470528+00:00,Asylum Seekers at Southern Border
36,"bake, portion, extremely, northwest, heat",1,2023-08-09 03:53:07.176470528+00:00,Heat Wave Alert
37,"ethicist, telling, truth, magazine, secret",1,2023-08-09 03:53:07.176470528+00:00,Climate Change Ethics
38,"wisk, aero, archer, technological, claiming",1,2023-08-09 03:53:07.176470528+00:00,Microsoft Google Face Antitrust Probe
39,"steiner, dobies, karissa, sal, instantly",2,2023-08-09 03:53:07.176470528+00:00,Dating App Success Stories
40,"psychologically, consent, abused, boyfriend, sexually",1,2023-08-09 03:53:07.176470528+00:00,Sexual Assault Allegations
42,"breanna, yankee, birthplace, 10th, scored",2,2023-08-09 03:53:07.176470528+00:00,Yankees vs Mets Baseball Rivalry
43,"governor, florida, floridagovernor, monique, bullhorn",4,2023-08-09 03:53:07.176470528+00:00,Florida Governor Presidential Campaign
44,"surbrook, dashboard, bitten, pet, dog",3,2023-08-09 03:53:07.176470528+00:00,Dog Care Industry
45,"ron, desantis, gov, squared, needling",5,2023-08-09 03:53:07.176470528+00:00,Ron Desantis Presidential Run
46,"orchestra, conclude, mozart, consistent, tenure",2,2023-08-09 03:53:07.176470528+00:00,Orchestra Conductor Life
47,"hear, jepsen, xcx, charli, noname",3,2023-08-09 03:53:07.176470528+00:00,Heartrack
48,"exclusively, audio, app, exclusivelyfrom, timeaudio",5,2023-08-09 03:53:07.176470528+00:00,Exclusive NY Time Audio App
50,"abortion, ballot, honest, backer, referendum",3,2023-08-09 03:53:07.176470528+00:00,Abortion Rights in Ohio
54,"staff, white, player, central, chief",1,2023-08-09 03:53:07.176470528+00:00,White House Politics
56,"ftx, bankman, convict, fried, crypto",2,2023-08-09 03:53:07.176470528+00:00,FTX Founder Arrested
57,"swordplay, mega, tornado, pick, swift",1,2023-08-09 03:53:07.176470528+00:00,This Month's Pick Include
58,"niger, coup, african, overthrown, tinubu",4,2023-08-09 03:53:07.176470528+00:00,West African regional bloc presidency
59,"subscription, streaming, straight, sharp, experienced",1,2023-08-09 03:53:07.176470528+00:00,Streaming Service Revenue
61,"netanyahu, rabbinical, benjamin, violates, ultra",2,2023-08-09 03:53:07.176470528+00:00,Netanyahu in Israel
62,"carmona, olga, emotion, dramatic, spain",1,2023-08-09 03:53:07.176470528+00:00,Carlos Alcaraz vs Novak Djokovic at Wimbledon
63,"cup, semifinal, worldcup, champion, sweden",11,2023-08-09 03:53:07.176470528+00:00,World Cup
64,"swift, taylor, choreography, taylorswift, advantage",3,2023-08-09 03:53:07.176470528+00:00,Taylor Swift
66,"baixas, drink, fruity, liquor, grabbing",2,2023-08-09 03:53:07.176470528+00:00,Wine and Diversity
68,"dente, witz, manaal, constructor, fellowship",2,2023-08-09 03:53:07.176470528+00:00,New York Times Crossword Debuts
69,"villavicencio, fernando, tranquil, awash, antagonist",3,2023-08-09 03:53:07.176470528+00:00,Cartel Violence in Mexico and Colombia
72,"economic, cost, economy, recession, economist",1,2023-08-09 03:53:07.176470528+00:00,Economic Resilience in Face of Recession
73,"gin, neon, silk, infused, recommendation",1,2023-08-09 03:53:07.176470528+00:00,Recommendations from Magazine
77,"sweetheart, diary, metropolitan, racing, tale",1,2023-08-09 03:53:07.176470528+00:00,New York City Diary
78,"broadcaster, recognize, importance, proceeding, courtroom",1,2023-08-09 03:53:07.176470528+00:00,Preparing for Trial: Juror Selection and Evidence Preparation
80,"qualifies, waiver, granting, persist, affiliated",1,2023-08-09 03:53:07.176470528+00:00,Hollywood Actor Strike
83,"overhauled, derailment, freight, railroad, palestine",1,2023-08-09 03:53:07.176470528+00:00,Train Accident in Ohio
87,"silly, childhood, want, really, let",2,2023-08-09 03:53:07.176470528+00:00,Want to hear
89,"fatalistic, ksenia, sobchak, stooge, disloyal",1,2023-08-09 03:53:07.176470528+00:00,Aleksei Navalny's Death in Russian Prison
90,"medicaid, pharmaceutical, removing, barred, policy",3,2023-08-09 03:53:07.176470528+00:00,Medicaid Coverage
91,"walshe, braxton, opera, traveled, anthony",1,2023-08-09 03:53:07.176470528+00:00,Opera Premiere at Metropolitan Opera
94,"surveilling, maud, frenchwoman, husband, worthwhile",2,2023-08-09 03:53:07.176470528+00:00,Marriage Relationship Wonders
96,"waymo, clock, cruise, driverless, buzzing",2,2023-08-09 03:53:07.176470528+00:00,Congestion Pricing in NYC
99,"sleeping, bed, argued, within, room",1,2023-08-09 03:53:07.176470528+00:00,Homelessness in Cities
100,"angus, sinead, cloud, connor, pop",1,2023-08-09 03:53:07.176470528+00:00,Pop Superstar Conversation
101,"brielle, dix, bedroom, property, hill",1,2023-08-09 03:53:07.176470528+00:00,Bedroom Property
102,"height, gramercy, hamilton, property, prospect",1,2023-08-09 03:53:07.176470528+00:00,Property in Manhattan
103,"fani, willis, reproach, complement, powerfully",3,2023-08-09 03:53:07.176470528+00:00,Fulton County District Attorney
105,"stylishly, forgetfulness, deprived, distracted, sleep",2,2023-08-09 03:53:07.176470528+00:00,Experts Say Sleep Essential for Better Health
107,"federalist, ineligible, 14th, amendment, active",1,2023-08-09 03:53:07.176470528+00:00,Colorado Supreme Court Rulings
108,"letitia, attorney, represent, hochul, kathy",1,2023-08-09 03:53:07.176470528+00:00,Attorney General Ken Paxton
109,"reading, suggested, editor, critic, suggestedreading",1,2023-08-09 03:53:07.176470528+00:00,Suggested Reading in New York Times
112,"aug, correction, print, monday, appeared",1,2023-08-09 03:53:07.176470528+00:00,Correction Appeared in Print on Monday
113,"trajectory, pac, orbit, super, unusual",1,2023-08-09 03:53:07.176470528+00:00,Robert Kennedy Jr. Presidential Bid
114,"appointment, hunter, investigate, fallout, plea",1,2023-08-09 03:53:07.176470528+00:00,President Biden Son Impeachment Inquiry
116,"sub, enthusiast, typically, client, vessel",1,2023-08-09 03:53:07.176470528+00:00,Missing Submersible Titanic Wreckage
117,"complied, mandate, map, alabama, panel",1,2023-08-09 03:53:07.176470528+00:00,Alabama Voting Map Dispute
121,"illustrating, undermining, middle, denounced, norm",1,2023-08-09 03:53:07.176470528+00:00,Middle East Conflict
122,"maui, lahaina, hawaii, wildfire, devastated",23,2023-08-09 03:53:07.176470528+00:00,Hawaii Wildfire Devastates Lahaina
123,"greenlight, barbie, mattel, gerwig, doll",2,2023-08-09 03:53:07.176470528+00:00,Barbie-themed movie with dark twist
124,"parent, come, right, father, mother",1,2023-08-09 03:53:07.176470528+00:00,Father-Mother Relationship
125,"bird, pinecrest, vasectomy, amok, breeding",2,2023-08-09 03:53:07.176470528+00:00,Birding in New York
128,"drummond, reuters, organization, opera, publication",3,2023-08-09 03:53:07.176470528+00:00,Editor Newsroom Leadership
129,"apps, networking, vet, social, garnered",2,2023-08-09 03:53:07.176470528+00:00,Social Media Regulation
130,"liv, golf, pga, saudi, arabia",2,2023-08-09 03:53:07.176470528+00:00,Golf in Saudi Arabia
132,"volodymyr, zelensky, evasion, recruitment, backer",1,2023-08-09 03:53:07.176470528+00:00,President Volodymyr Zelensky
134,"cannabis, norman, threatens, alex, trend",1,2023-08-09 03:53:07.176470528+00:00,Cannabis Legalization Efforts
135,"grain, sea, thatched, danube, blacksea",3,2023-08-09 03:53:07.176470528+00:00,Black Sea Grain Export
137,"amendment, censorship, enacted, removal, violated",1,2023-08-09 03:53:07.176470528+00:00,First Amendment Censorship Debate
138,"dictator, cycle, entering, putin, xi",1,2023-08-09 03:53:07.176470528+00:00,Putin's Russia
142,"affirmative, explicitly, admission, application, discussing",1,2023-08-09 03:53:07.176470528+00:00,Affirmative Action College Admission
143,"hampshire, nominating, calendar, nevada, iowa",1,2023-08-09 03:53:07.176470528+00:00,New Hampshire Primary
147,"abundant, drought, water, contain, drinking",2,2023-08-09 03:53:07.176470528+00:00,Climate Change Impact on Water Supply
149,"storytelling, journalism, audio, share, best",1,2023-08-09 03:53:07.176470528+00:00,Audio Journalism Weekly Roundup
155,"august, quotation, monday, quotationof, day",1,2023-08-09 03:53:07.176470528+00:00,Quotation Day Monday
156,"sunday, aug, august, correction, print",2,2023-08-09 03:53:07.176470528+00:00,Corrections in Print on Sunday
158,"counterintelligence, mcgonigal, suburb, charles, influential",1,2023-08-09 03:53:07.176470528+00:00,Federal Prosecutor Says
159,"maite, alberdi, amir, documentary, locke",2,2023-08-09 03:53:07.176470528+00:00,Documentary Explores Transmasculine Experience
160,"poetry, taught, nominated, brown, earlier",1,2023-08-09 03:53:07.176470528+00:00,Poetry Anthology
161,"baptist, daring, grace, firefighter, blast",2,2023-08-09 03:53:07.176470528+00:00,Fire in Johannesburg kills at least 3 people
164,"iowa, fair, connect, caucus, pageantry",4,2023-08-09 03:53:07.176470528+00:00,Iowa Caucus
166,"prior, slowdown, rose, percent, category",1,2023-08-09 03:53:07.176470528+00:00,Consumer Price Index Rose 1% Last Month
169,"drone, explodes, shahed, geran, cripple",3,2023-08-09 03:53:07.176470528+00:00,Drone Attack Moscow
170,"steadier, flamboyant, downgrade, counterpart, stock",1,2023-08-09 03:53:07.176470528+00:00,Stock Market Outlook
171,"sailor, pretrial, cole, bombing, trek",1,2023-08-09 03:53:07.176470528+00:00,Guantánamo Bay bombing detainee
173,"giuliani, rudolph, allegiance, staked, lowest",1,2023-08-09 03:53:07.176470528+00:00,Rudolph Giuliani Defamed in Georgia Election
179,"feinstein, dianne, shingle, navigate, suffering",1,2023-08-09 03:53:07.176470528+00:00,Feinstein's Senate Seat
181,"abedin, marfa, ballroom, raiser, aide",1,2023-08-09 03:53:07.176470528+00:00,Fundraising in Political Campaigns
184,"fitted, shark, companion, tag, swimming",1,2023-08-09 03:53:07.176470528+00:00,Whale Endangerment
187,"natan, crossword, construction, mind, class",1,2023-08-09 03:53:07.176470528+00:00,Crossword Puzzle Help
188,"milei, javier, abolish, argentina, adopt",1,2023-08-09 03:53:07.176470528+00:00,Argentina Far-Right Politics
190,"listeria, kosher, outbreak, bacteria, soft",1,2023-08-09 03:53:07.176470528+00:00,Farmworkers exposed to bird flu
193,"narrated, article, around, timenarrated, time",1,2023-08-09 03:53:07.176470528+00:00,Time Narrated Articles
199,"octagonal, fielded, robyn, schiff, bathroom",1,2023-08-09 03:53:07.176470528+00:00,Reader Wonder
201,"addiction, weiland, dug, noah, drug",2,2023-08-09 03:53:07.176470528+00:00,Psychedelics and Addiction
206,"intolerant, modi, narendra, supremacy, hindu",1,2023-08-09 03:53:07.176470528+00:00,Narendra Modi Seeks Third Term as Prime Minister of India
210,"inflation, acceleration, volatile, cautious, optimism",2,2023-08-09 03:53:07.176470528+00:00,Inflation Debate
211,"wagner, belarus, deployment, mercenary, neighboring",1,2023-08-09 03:53:07.176470528+00:00,Wagner Mercenary Mutiny
212,"balton, stewart, jane, behemoth, david",1,2023-08-09 03:53:07.176470528+00:00,David Balton & Jane Stewart Puzzle
214,"tigray, amhara, ethiopia, ravaged, region",1,2023-08-09 03:53:07.176470528+00:00,Sudanese Paramilitary Causes Humanitarian Crisis in Darfur
218,"inclusivity, grammy, pianist, concept, radio",1,2023-08-09 03:53:07.176470528+00:00,Jazz Musicians
219,"haiti, cresting, gang, insecurity, abduction",1,2023-08-09 03:53:07.176470528+00:00,Haiti gang violence
221,"taliban, outflow, talibs, afghanistan, kabul",1,2023-08-09 03:53:07.176470528+00:00,Taliban Threat in Afghanistan
222,"discharge, loan, bankruptcy, promising, easier",1,2023-08-09 03:53:07.176470528+00:00,Student Loan Repayment
223,"76ers, discontent, patience, philadelphia, player",1,2023-08-09 03:53:07.176470528+00:00,Coach Tara Vanderveer's Success
224,"selection, published, recently, book, chetna",1,2023-08-09 03:53:07.176470528+00:00,Recent Book Releases
226,"ezra, klein, episode, aug, ezraklein",1,2023-08-09 03:53:07.176470528+00:00,Ezra Klein Show
230,"hop, hip, barcliff, encompassing, melvin",2,2023-08-09 03:53:07.176470528+00:00,Hip Hop Anniversary Evolution
232,"transience, multicultural, represents, hawaii, tourism",1,2023-08-09 03:53:07.176470528+00:00,Island Getaway
234,"wedding, couple, fulfilling, incomplete, aisle",2,2023-08-09 03:53:07.176470528+00:00,Unconventional Wedding Celebration
236,"abbott, greg, sending, linked, gov",1,2023-08-09 03:53:07.176470528+00:00,Texas Border Immigration
